Name,Entry,Year,Title_Parsed,Abstract,Source,MatchScore,DOI,URL,Title,Department,Primary_SDG,Primary_SDG_Score,Primary_SDG_Relevant,Primary_SDG_Semantic_Matched_Keywords
Kathleen Li,"Li, K. and Sonnier, G.P. 2023. Statistical Inference for the Factor Model Approach to Estimate Causal Effects in Quasi-Experimental Data. Journal of Marketing Research. 60, 3 (Jun. 2023), 449-472. DOI:https://doi.org/10.1177/00222437221137533.",2023,"and Sonnier, G","Causal inference using quasi-experimental data is of great interest to marketers. The factor model approach to estimate treatment effects accommodates a large number of control units and can easily handle a large number of treatment units while flexibly allowing for cases where the treatment is outside the range of the control units. However, the factor model method lacks formal inference theory, instead relying on bootstrap or permutation procedures with strong assumptions. Specifically, the extant Xu (2017) bootstrap procedure requires that the treatment and control error variances are equal. In this research the authors establish that when this assumption is violated, the bootstrap procedure results in biased coverage intervals. The authors develop a formal inference theory for the factor model approach to estimate the average treatment effects on the treated. The approach enables formal quantification of uncertainty through hypothesis testing and confidence intervals. The inference method is applicable to both stationary and nonstationary data. More importantly, the inference theory accommodates treatment and control unit outcomes with different distributions, which includes different error variances as a special case. The authors show the performance of the inference theory with simulated data. Finally, they apply the method to empirically quantify the uncertainty in the effect of legalizing recreational marijuana on the beer market and the sales effect of a digitally native online brand opening a physical showroom.",,0.0,,,,,Goal 3,0.01476116820825742,False,
Kathleen Li,"Li, K.T. and Bell, D.R. 2017. Estimation of Average Treatment Effects with Panel Data: Asymptotic Theory and Implementation. Journal of Econometrics. 197, 1 (Mar. 2017), 65-75. DOI:https://doi.org/10.1016/j.jeconom.2016.01.011.",2017,"and Bell, D","Hsiao, Ching and Wan (2012) propose a novel method to estimate the average treatment effect using panel data. In this paper, we accomplish the following: (i) We relax some of the distributional assumptions made in HCW and show that the HCW method works for a much wider range of data generating processes; (ii) We derive the asymptotic distribution of HCW’s average treatment effect estimator which facilitates inference; (iii) When there exists a large number of control units, we propose using the LASSO method to select control units. We show that the LASSO method is computationally more efficient compared to conventional model selection criteria. Moreover, the LASSO method leads to more accurate out-of-sample prediction results than many commonly adopted approaches such as BIC, AIC, AICC and the leave-many-out cross validation methods (Du and Zhang, 2015).",,0.0,,,,,Goal 17,0.006936803088955845,False,
Luis Martins,"Burris, E., Martins, L.D.I. and Kimmons, Y. 2022. Mixed Messages: Why managers (do not) endorse employee voice. Organizational Behavior and Human Decision Processes. 172, (2022), 104185. DOI:https://doi.org/https://doi.org/10.1016/j.obhdp.2022.104185.",2022,"Burris, E","We develop and test a theory of how managerial endorsement is influenced by how employees voice their ideas – whether they engage in promotive voice, prohibitive voice, or a mix of these two types together. Drawing on research on cognitive fluency resulting from consistency in information, we argue and show that managers are less likely to endorse voice that mixes both promotive and prohibitive elements within the same instance of speaking up, compared to voice that is uniformly promotive or prohibitive. Extending these arguments about cognitive fluency, we further show that endorsement is contingent on whether each uniform type is consistent with managerial regulatory focus. Our findings, based on five studies – a survey study of managers from a wide range of organizations, a field study in a hospital, and three experiments – enrich our theoretical understanding of the cognitive paths through which the type(s) of voice, and whether voice mixes these types, shapes which ideas are endorsed for implementation. They also reveal important implications for managers about why they may systematically gravitate toward (and miss out on) certain ideas when they evaluate employee voice, and for employees about the tactical choices they should use in voicing ideas to their managers.",,0.0,,,,,Goal 9,0.003375501322159764,False,
Leigh McAlister,"McAlister, L.M., Germann, F., Chisam, N., Hayes, P., Lynch, A. and Stewart, B. 2023. A Taxonomy of Marketing Organizations. Journal of Academy of Marketing Science. 51, May (May 2023), 617-635. DOI:https://doi.org/10.1007/s11747-022-00911-5.",2023,"McAlister, L","A basic step in scientific inquiry entails ordering, classifying, or grouping the phenomena under investigation—that is, developing a taxonomy. Yet no method-transparent taxonomy of marketing organization types has been established, creating significant confusion among both managers and theoreticians. Many marketers, inspired by educators, assume that marketing organizations control all marketing-related decisions, yet skeptics counter with assertions that instead, marketing organizations simply put a positive spin on the meaningful value created by others in the company. The method-transparent taxonomic study presented in this article addresses this debate and reveals three marketing organization types: Growth Champions, which reflect a textbook view, representing about 17% of the sample firms; Service Providers, consistent with the skeptics’ view, equivalent to about 43% of the sample firms; and Marcom Leaders, a third marketing organization type in which marketers are primarily responsible for brands and communications, representing about 40% of the sample firms. Establishing these different marketing organization types can help address conflicting views about marketing organizations. The conceptual typology underlying the empirical taxonomy also clarifies why the different marketing organization types exist and suggests hypotheses, specific to each marketing organization type, that might address previously unresolved research questions.",Crossref,0.0,10.1093/ww/9780199540884.013.u157327,https://doi.org/10.1093/ww/9780199540884.013.u157327,,,Goal 10,0.0113139429397635,False,
Leigh McAlister,"McAlister, L.M. 2020. The Past, Present, and Future of Marketing Strategy. Marketing Letters. 31, 2/3 (2020), 163-74. DOI:https://doi.org/10.1007/s11002-020-09529-5.",2020,"McAlister, L","This article provides a high-level overview of marketing strategy research and offers a number of suggestions of areas ripe for future research. We discuss the most fundamental concepts that continue to drive current marketing strategy research and examine how these concepts have shaped marketing strategy and the role of the marketing function. In addition, we highlight the developments in marketing accountability, marketing’s influence within the firm, and alternatives to a market-driven approach in generating sustainable competitive advantage. Finally, we identify directions for future research in the light of recent developments, availability of new data, and emerging issues.",,0.0,,,,,Goal 12,0.035464791513014,False,
John McInnis,"McInnis, J.M. and Griffin, L. 2025. Gone But Not Forgotten: Investor Reaction to ""Excluded"" Recurring Expenses. Journal of Accounting & Economics. 80, 1 (Aug. 2025), 101799. DOI:https://doi.org/https://www.sciencedirect.com/science/article/abs/pii/S0165410125000357?.",2025,"McInnis, J","Roughly two decades ago, standard setters mandated recognition of two controversial expenses: stock-based compensation (SBC) and amortization of intangibles from acquisitions (AMT). Today, most firms ""undo"" GAAP by excluding these recurring expenses from earnings as part of their non-GAAP reporting. Do investors agree? Using short-window returns around quarterly earnings announcements, we find investors react similarly to unexpected SBC/AMT, regardless of firms' exclusion reporting. Further, among excluders, earnings that include SBC or AMT explain investor reaction better than earnings stripped of these items. Thus, these excluded expenses are an important exception to the well-known regularity that investors find non-GAAP earnings more useful than GAAP earnings. Additional tests reveal that exclusion is not informative about future persistence. Overall, our findings suggest that, in general, investors ignore firms' exclusion of recurring expenses, which may offer reassurance to standard setters.",Crossref,0.0,10.1093/ww/9780199540884.013.u200177,https://doi.org/10.1093/ww/9780199540884.013.u200177,,,Goal 1,0.01084119773209588,False,
John McInnis,"Donelson, D.C., Kettell, L., McInnis, J.M. and Toynbee, S.M. 2022. The need to validate exogenous shocks: Shareholder derivative litigation, universal demand laws and firm behavior. Journal of Accounting and Economics. 73, 1 (Feb. 2022), 101427. DOI:https://doi.org/10.1016/j.jacceco.2021.101427.",2022,"Donelson, D","Several recent studies argue that the adoption of universal demand (UD) laws represent an exogenous decline in litigation risk by increasing the procedural hurdles associated with shareholder derivative litigation. This study examines how UD laws affect the incidence of derivative litigation risk and related decisions. We show that the adoption of UD laws had no meaningful impact on derivative litigation from 1996 to 2015. We also find no evidence that UD laws affect aggressive accounting, voluntary disclosure, executive compensation, or corporate governance decisions. Collectively, our findings cast doubt on the validity of using UD laws as an exogenous shock to litigation risk.",Crossref,0.0,10.2307/1840987,https://doi.org/10.2307/1840987,,,Goal 16,0.02881223351304351,False,
Ashish Agarwal,"Tan, Q., Song, T., Qui, L. and Agarwal, A. 2019. ""Online Content Consumption: Social Endorsements, Observational Learning, and Word-of-Mouth"". ICIS Proceedings (2019), 20.",2019,"""Online Content Consumption: Social Endorsements, Observational Learning, and Word-of-Mouth""","The consumption of online content can occur through observational learning (OL) whereby consumers follow previous consumers' choices or social endorsement (SE) wherein consumers receive content sharing from their social ties. As users consume content, they also generate post-consumption word-of-mouth (WOM) signals. OL, SE and WOM together shape the diffusion of the content. This study examines the drivers of SE and the effect of SE on content consumption and post-consumption WOM. In particular, we compare SE with OL. Using a random sample of 8,945 new videos posted on YouTube, we collected a multi-platform dataset consisting of data on video consumption and WOM from YouTube and data on tweet sharing of the video from Twitter. Applying a panel vector autoregression (PVAR) model, we find that OL increases consumption significantly more than SE in the short run. However, SE has a stronger effect on content consumption in the long run. This can be attributed to the impact of SE on WOM signals, which also increase content consumption. While OL and SE leads to similar amount of positive WOM, SE generates significantly more negative WOM than OL. Our results also show that SE is driven by WOM (i.e., likes and dislikes) but not content popularity. We further confirm the effects of OL vs. SE on content consumption and WOM using a randomized experiment at the individual consumer level. Implications for content providers and social media platforms are derived accordingly.",,,,https://www.mccombs.utexas.edu/faculty-and-research/faculty-directory/profile/?username=aa2968,"Online Content Consumption: Social Endorsements, Observational Learning, and Word-of-Mouth","Information, Risk, and Operations Management",Goal 12,0.0244608208454108,False,consumer behavior
Shiva Agarwal,"Agarwal, S. and Ranganathan, R. 2023. A Platform for Change? The Impact of Platform Core Component Innovations on Complementors’ Actions. Academy of Management Proceedings (Aug. 2023), 13591.",2023,A Platform for Change? The Impact of Platform Core Component Innovations on Complementors’ Actions,"We examine the consequences of ongoing innovations to a platform firm’s core components, on the subsequent choices of its complementors. Our central thesis is that core innovations are a doubleedged sword in ecosystems. While they boost value creation by enhancing recombination opportunities to generate novel complementarities, they also erode existing complementors’ positions by enabling new entrants and imposing adaptation costs. Importantly, such tensions can trigger complementors to join competing platforms, thus blunting the platform’s competitive differentiation. We demonstrate support for these mechanisms in the smartphone ecosystems, using a difference-indifferences design and novel iOS release notes data that reveal core component innovation information. Our findings provide a fresh evolutionary perspective on platforms and underscore the path-dependent pressures to co-innovation even in highly modular interorganizational contexts.",,,,https://www.mccombs.utexas.edu/faculty-and-research/faculty-directory/profile/?username=sa46828,A Platform for Change? The Impact of Platform Core Component Innovations on Complementors’ Actions,Management,Goal 9,0.02641254593765218,False,innovation ecosystems
Shiva Agarwal,"Toh, P.k. and Agarwal, S. 2022. ""The Option Value in Complements Within Platform-Based Ecosystems"". Strategic Management Journal. 44, 2 (Jul. 2022), 576-609.",2022,"""The Option Value in Complements Within Platform-Based Ecosystems""","Research Summary
Within platform-based ecosystems, what drives platform owners' investment decision to enable third-party complements onto their platforms? Departing from the conventional focus on the complementarity value that these complements add to platform owners, we examine how uncertainty in the complementary product market drives this decision. We offer a novel perspective on third-party complements—they contain option value allowing the platform owner to defer its own entry into the market. Thus, uncertainty increases investment in enabling complements, especially with greater “downside risk” in the market or learning-by-observing. We demonstrate this perspective using numerical examples, simulations, and data on Apple's iPhone ecosystem from 2010 to 2015. This perspective brings together literatures on complementarity value and entry into the complementary market, and indicates that complements generate more than complementarity value within platform-based ecosystems.",,,,https://www.mccombs.utexas.edu/faculty-and-research/faculty-directory/profile/?username=sa46828,The Option Value in Complements Within Platform-Based Ecosystems,Management,Goal 15,0.02777077849108777,False,
Andres Almazan,"Titman, S., Almazan, A. and Chen, Z. 2017. ""Firm Investment and Stakeholder Choices: A Top-Down Theory of Capital Budgeting"". Journal of Finance. (2017).",2017,"""Firm Investment and Stakeholder Choices: A Top-Down Theory of Capital Budgeting""","This paper develops a top-down model of capital budgeting in which privately informed executives make investment choices that convey information to the firm's stakeholders (e.g., employees). Favorable information in this setting encourages stakeholders to take actions that positively contribute to the firm's success (e.g., employees work harder). Within this framework we examine how firms may distort their investment choices to influence the information conveyed to stakeholders and show that investment rigidities and overinvestment can arise as optimal investment distortions. We also examine investment distortions in multi-divisional firms and compare such distortions to those in single-division firms.",,,,https://www.mccombs.utexas.edu/faculty-and-research/faculty-directory/profile/?username=almazana,Firm Investment and Stakeholder Choices: A Top-Down Theory of Capital Budgeting,Finance,Goal 12,0.01072801234364273,False,market distortions
Andres Almazan,"Titman, S., Almazan, A. and de Motta, A. 2015. ""Debt, Labor Markets, and the Creation and Destruction of Firms"". Journal of Financial Economics. (2015).",2015,"""Debt, Labor Markets, and the Creation and Destruction of Firms""","We analyze the financing and liquidation decisions of firms that face a labor market with search frictions. By inducing bankruptcy, debt can facilitate the process of creative destruction (i.e., the elimination of inefficient firms and the creation of new firms) but can also lead to excessive liquidation and unemployment in particular, during economic downturns. Within this setting, we examine policy interventions that influence the firms׳ financing and liquidation choices. We consider the role of monetary policy, which can reduce debt burdens during economy-wide downturns, and tax policy, which can influence the incentives of firms to use debt financing.",,,,https://www.mccombs.utexas.edu/faculty-and-research/faculty-directory/profile/?username=almazana,"Debt, Labor Markets, and the Creation and Destruction of Firms",Finance,Goal 17,0.0424056796796086,False,debt distress; debt relief; debt restructuring
Aydogan Alti,"Alti, A. 2018. ""Capital Structure Changes Around IPOs: A Comment"". Critical Finance Review. 7, (2018), 81-84.",2018,"""Capital Structure Changes Around IPOs: A Comment""","Dudley and James (2018) extend Alti’s (2006) analysis of capital structure changes around IPOs by focusing on new-economy firms with non-traditional financial structures. In this note, I discuss why these firms do not constitute the appropriate sample for addressing the original research question, namely, how market timing affects leverage ratios. Nevertheless, Dudley and James’s findings are useful for highlighting the financial characteristics of new-economy firms.",,,,https://www.mccombs.utexas.edu/faculty-and-research/faculty-directory/profile/?username=aa279279,Capital Structure Changes Around IPOs: A Comment,Finance,Goal 17,0.01258910214534787,False,
Edward Anderson,"Anderson, E.G., Lopez, J. and Parker, G.G. 2023. “Leveraging Value Creation To Drive the Growth of B2B Platforms.” Production and Operations Management. 31, 12 (Dec. 2023), 4501-4514.",2023,“Leveraging Value Creation To Drive the Growth of B2B Platforms,"Business platforms have become widespread in business to consumer (B2C) markets and their adoption is on the rise in the business to business (B2B) world. However, our understanding of platform adoption in B2B is less developed than for B2C. In the few cases where B2B platforms have been explicitly examined, it is often assumed that they can be understood using principles developed from the study of B2C platforms. However, the two types of platforms have important differences that often require different managerial policies to be successful. B2B supply chains are much more complex because of multiple echelons, the sophistication of their purchasing and other organizations, the competition they face, and the value of their data. The result is that, among other things, the nature of their value exchange is likely different. To address this gap, we create a novel framework. The value creation lens is grounded in theory and creates a better understanding of the dynamics of platform creation and growth by separating the platform's value into three components: (1) the standalone value of the product, such as a smartphone's ability to take pictures, (2) the value of other participants on the platform, such as the number of friends on Instagram or merchants on eBay, and (3) the value created by complementary products from third-party providers, such as apps for a smartphone. A dynamic perspective explores the trajectory of differences in value between B2B and B2C platforms along with managerial implications.",,,,https://www.mccombs.utexas.edu/faculty-and-research/faculty-directory/profile/?username=ega7598,“Leveraging Value Creation To Drive the Growth of B2B Platforms,"Information, Risk, and Operations Management",Goal 9,0.02987133451145368,False,
Edward Anderson,"Joglekar, N., Anderson, E.G., Lee, K., Parker, G., Settanni, E. and Srai, J. 2022. “Configuration of Digital and Physical Infrastructure Platforms: Private and Public Perspectives.” Production and Operations Managment. 21, 12 (Dec. 2022), 4515-4528.",2022,“Configuration of Digital and Physical Infrastructure Platforms: Private and Public Perspectives,"Investments in infrastructure platforms aim to enhance supply chain performance. We build on network-based models of platform growth to characterize configurations of digital and physical supply chain infrastructure. We define cross-platform effect as the value accrued by a platform on one side of a multiplatform configuration as capability for the opposite side platform evolves. We posit that aligning cross-platform effect across digital and physical infrastructure enhances system outcomes. Our arguments are informed by evidence on private–public partnerships for developing production and distribution infrastructure in the pharmaceutical industry. We identify enablers and inhibitors for cross-platform effects within these data in terms of product and process technology readiness, path-dependent standards creation, organizational alignment, regulatory fragmentation, and the desire towards such infrastructure yielding resilient outcomes. Implications of findings, in shaping analytical and empirical research on managing supply chain infrastructure, at the levels of firms, industries, and public policies are discussed.",,,,https://www.mccombs.utexas.edu/faculty-and-research/faculty-directory/profile/?username=ega7598,“Configuration of Digital and Physical Infrastructure Platforms: Private and Public Perspectives,"Information, Risk, and Operations Management",Goal 9,0.1445793066623784,True,infrastructure; infrastructure investment; supply chain disruptions
Edward Anderson,"Darden, M., Parker, G., Anderson, E.G. and Buell, J.F. 2021. “Persistent Sex Disparity in Liver Transplantation Rates.” Surgery. 169, 3 (2021), 694-699.",2021,“Persistent Sex Disparity in Liver Transplantation Rates,"Background: Studies have demonstrated that there are sex disparities in the rate of liver transplantation. However, little is known statistically about whether this disparity is caused by liver compartment size, Model for End-Stage Liver Disease adjustments, or regional differences.

Methods: We use retrospective data from the United Network for Organ Sharing Standard Treatment Analysis and Research data files for liver transplantation from 1995 through 2012. The final sample consists of 150,149 patients. These data contain information on all individuals who registered for the liver transplant waiting list as well as updated outcome data. Linear probability and logistic regression models were both used.

Results: Women were 4.8 percentage points less likely to receive a transplant. Adjustment for race, weight, body mass index, region, education, and other characteristics attenuated the sex difference by roughly 19% (from 4.8 to 3.9 percentage points). The disparity was consistent across the 11 United Network for Organ Sharing allocation regions. Comparing the heaviest women to the lightest men, the disparity flipped. Pairwise comparisons between men and women of various sizes suggest that disparities in favor of men increase with the ratio of male-to-female size.

Conclusion: Our results document persistent sex disparity in liver transplantation, only 19% of which is explained by size differentials between men and women. Differences in rates of transplantation are increasing in the ratio of male-to-female height and weight, suggesting that some of the disparity is explained by differences in liver compartment size.

",,,,https://www.mccombs.utexas.edu/faculty-and-research/faculty-directory/profile/?username=ega7598,“Persistent Sex Disparity in Liver Transplantation Rates,"Information, Risk, and Operations Management",Goal 5,0.06734247478555623,True,gender disparities; gender inequality
Edward Anderson,"Anderson, E.G. 2019. Letter to the Editor: ""Applying Sterman’s Proposed Principles of Modeling Rigor to Hybrid Models Combining Multiple Simulation Methods"". System Dynamics Review. 35, 1 (2019), 8-14.",2019,"Letter to the Editor: ""Applying Sterman’s Proposed Principles of Modeling Rigor to Hybrid Models Combining Multiple Simulation Methods""","In an excellent article, Sterman (2018) argues that many new methods of simulation have evolved over the past 60 years because of radically increased computational capacity and speed. In particular, Sterman's paper proposes a number of decision rules to select an appropriate method for a given problem based on factors such as the study's purpose, available data, and the intended audience. However, he only briefly touches upon hybrid models, which integrate two or more methods into a single model. The goal of this commentary is twofold. One is to expand Sterman's discussion to embrace “hybrid” models to focus on their advantages and disadvantages relative to single-method models. The other is to describe new modeling tools and processes to improve the development and rigor of hybrid models.

",,,,https://www.mccombs.utexas.edu/faculty-and-research/faculty-directory/profile/?username=ega7598,Applying Sterman’s Proposed Principles of Modeling Rigor to Hybrid Models Combining Multiple Simulation Methods,"Information, Risk, and Operations Management",Goal 17,0.01937222907791376,False,
Edward Anderson,"Anderson, E.G., Lewis, K. and Ozer, G.T. 2018. “Combining Stock-and-Flow, Agent-Based, and Social Network Methods to Model Team Performance.” System Dynamics Review. 34, 4 (2018), 527-574.",2018,"“Combining Stock-and-Flow, Agent-Based, and Social Network Methods to Model Team Performance","Across disciplines, there has been an increasing interest in combining different simulation methods. Team science provides a particularly challenging context because of the interplay across levels of analysis. For example, team performance is decisively influenced by accumulated individual attributes, the interactions among individuals and emergent team structures—each of which is affected by multiple feedback loops at different levels of analysis. To address these challenges, we compare the modeling methods of stock-and-flow models, agent-based models and social network analysis to argue for the advantages of a hybrid approach to formal mathematical modeling in a team science context. We develop a proof-of-concept model, which combines aspects of all three methods, to investigate the effects of expertise, the patterns of members’ interactions and diversity-based subgroups on team performance. Novel, important insights into team science theory result from this investigation, including, among others, the dynamic tradeoff between diversity and homogeneity on teams’ performance and the importance of the communication network structure in affecting that tradeoff.",,,,https://www.mccombs.utexas.edu/faculty-and-research/faculty-directory/profile/?username=ega7598,"“Combining Stock-and-Flow, Agent-Based, and Social Network Methods to Model Team Performance","Information, Risk, and Operations Management",Goal 1,0.01049463886214074,False,
Edward Anderson,"Lim, S.Y. and Anderson, E.G. 2016. ""Institutional Barriers Against Innovation Diffusion: From the Perspective of Digital Health Startups"". Proceedings of the 2016 Hawaii International Conference on System Sciences (2016).",2016,"""Institutional Barriers Against Innovation Diffusion: From the Perspective of Digital Health Startups""","Growth in the applications market for many industries has been rapid, but appears much slower for healthcare-related applications. The purpose of this pilot study was to determine whether: (1) the healthcare field was perceived to be a slower adopter of digital solutions than other industries, (2) if so, what barriers contributed to this, and (3) what might mitigate these barriers? We conducted an exploratory qualitative study by interviewing six startup CEOs and conducting an ethnographic study at a digital health startup to answer these questions. The CEOs contended that compared with their prior ventures in non-healthcare settings, healthcare providers were slower adopters of novel innovations. Another key preliminary finding was the asymmetric impact of regulatory pressures. Even if the startup's product met regulatory requirements, healthcare providers were reluctant and risk adverse adopters. A last barrier was the need for multidisciplinary buy-in from other stakeholders, including payers and incumbent HIT vendors.",,,,https://www.mccombs.utexas.edu/faculty-and-research/faculty-directory/profile/?username=ega7598,Institutional Barriers Against Innovation Diffusion: From the Perspective of Digital Health Startups,"Information, Risk, and Operations Management",Goal 3,0.03438126160381186,False,
Edward Anderson,"Davies, J., Joglekar, N.R. and Anderson, E.G. 2016. ""The Role of Industry Studies and Public Policies in Production and Operations Management"". Production and Operations Management. 25, 12 (2016), 1977-2001.",2016,"""The Role of Industry Studies and Public Policies in Production and Operations Management""","The research domain Industry Studies and Public Policy (IS&PP) seeks to further our understanding of industrial practices and managerial challenges by explicitly considering contextual details in the design and interpretation of research studies. These details can be vital considerations when shaping public policies. This article reviews a sample of IS&PP publications and analyzes the content of 180 selected papers—85 papers published in the Production and Operations Management (POM) journal and 95 papers published in related journals between 1992 and 2014. Our analysis of the sample dataset and examination of exemplar papers provide four findings. First, studies in different industries emphasize different themes of operational decisions. This difference in emphasis reveals potential research opportunities, especially for conducting inter‐industry studies. Second, our analysis reveals a shift in focus over time. Earlier studies contain a mix of benchmarks and inter‐industry comparisons, while later studies tend to be context‐specific, intra‐industry studies. Third, we report on empirics → analytics → empirics cycles that reveal gaps for building novel theories. Finally, we observe that the relationship between POM decisions and public policy is bi‐directional. This highlights the need to jointly examine operational decisions with policy considerations, especially in information goods, healthcare, sustainable operations and high‐tech manufacturing industries.",,,,https://www.mccombs.utexas.edu/faculty-and-research/faculty-directory/profile/?username=ega7598,The Role of Industry Studies and Public Policies in Production and Operations Management,"Information, Risk, and Operations Management",Goal 9,0.05190090757577589,True,public research
Edward Anderson,"Anderson, E.G. 2015. ""The Effect of Increased Connectivity on Serial Regime Change"". Proceedings of the 2015 Hawaii International Conference on System Sciences (2015).",2015,"""The Effect of Increased Connectivity on Serial Regime Change""","Much has been written on how the increase of connectivity through the internet and other media has facilitated successful changes in government such as the Arab Spring. However, regime change, even when essentially peaceful, occurs in a dynamically complex environment that renders often counterintuitive results. For example, when a government falls to an insurgency (peaceful or otherwise), the establishment of the new regime is often not the end of the story. In particular, new regimes often find themselves faced by their own insurrections and may very likely be overthrown by them. Thus begins a domino-like chain of serial insurrections and regime changes, which typically create immense havoc. Much has been written on why traditional governments fall to insurgencies in the first place and how connectivity can promote this. However, this paper uses the methodology of system dynamics to posit that increases in connectivity may not only increase the probability of overthrowing a traditional regime, it may also increase the likelihood of a series of rapid, successful insurgencies that result in multiple regime changes. We also examine how various interactions between the regime (s) and populace lead to other unforeseen results. One finding that stands out is that connectivity may very well increase the likelihood that the end result of a series of insurgencies will be less popular among the citizenry than the regime that was initially overthrown.",,,,https://www.mccombs.utexas.edu/faculty-and-research/faculty-directory/profile/?username=ega7598,The Effect of Increased Connectivity on Serial Regime Change,"Information, Risk, and Operations Management",Goal 9,0.01665626553338673,False,
Anantaram Balakrishnan,"Balakrishnan, A. and Mirchandani, P. 2024. Modeling and Solution Approaches for Resource Assignment with Deployment Restrictions. Optimization Essentials: Theory, Tools, and Applications. Springer. 195-231.",2024,Modeling and Solution Approaches for Resource Assignment with Deployment Restrictions,"Since personnel and equipment costs constitute a large portion of the operating expenses for most organizations, judiciously using these resources to perform the organization’s activities is important to ensure cost-effective operations. This paper addresses a class of resource management problems that entail assigning resources to perform a given set of ordered tasks while meeting policies and restrictions governing the deployment of these resources. We consider two particular kinds of restrictions, called span limits and work content restrictions, that specify upper and lower limits on pairwise and cumulative metrics based on the tasks assigned to each resource. We refer to this problem as the Resource Assignment with Deployment Restrictions (RADR) problem. We discuss several alternative ways to model the problem as a network-based integer program, and contrast these models in terms of the tightness of their linear programming relaxations and model size. This discussion serves to highlight the benefits of developing extended formulations and embedding constraints within the network representation, underscoring the importance of using strong formulations to effectively solve integer programs such as the RADR problems. We also outline three additional strategies—problem reduction, tightening the model with valid inequalities and coefficient lifting, and optimization-based heuristics—to further accelerate solution procedures for the RADR problem. Results from a prior study confirm the computational benefits of incorporating these strategies jointly in the solution method.",,,,https://www.mccombs.utexas.edu/faculty-and-research/faculty-directory/profile/?username=ab2,Modeling and Solution Approaches for Resource Assignment with Deployment Restrictions,"Information, Risk, and Operations Management",Goal 12,0.02068559356671049,False,
Anantaram Balakrishnan,"Li, G. and Balakrishnan, A. 2016. Models and Algorithms for Network Reduction. European Journal of Operational Research. 248, (2016), 930-942.",2016,Models and Algorithms for Network Reduction,"We study models and algorithms for a Network Reduction (NR) problem that entails constructing a reduced network in place of an existing large network so that the shortest path lengths between specified node pairs in this network are equal to or only slightly longer than the corresponding shortest path lengths in the original network. Solving this problem can be very useful both to accelerate shortest path calculations in many practical contexts and to reduce the size of optimization models that contain embedded shortest path problems. This work was motivated by a real problem of scheduling and routing resources to perform spatially dispersed jobs, but also has other applications. We consider two variants of the NR problem—a Min-Size NR problem that minimizes the number of arcs in the reduced network while ensuring that the shortest path lengths in this network are close to the original lengths, and a Min-Length NR problem that minimizes a weighted sum of shortest path lengths over all the specified node pairs while limiting the number of arcs in the reduced network. We model both problems as integer programs with multi-commodity flows, and propose optimization-based heuristic algorithms to solve them. These methods include preprocessing, a shortest path-based procedure with local improvement, and a dual ascent algorithm. We report on the successful applications to reduce the network for practical infrastructure project planning and to condense a transportation network for distribution planning. We also compare these solutions with those obtained using algorithms for minimum length trees.",,,,https://www.mccombs.utexas.edu/faculty-and-research/faculty-directory/profile/?username=ab2,Models and Algorithms for Network Reduction,"Information, Risk, and Operations Management",Goal 9,0.01891807136273673,False,
Indranil Bardhan,"Nicolaides, C., Collis, A., Benzell, S. and Bardhan, I.R. 2025. ""Learning From COVID-19: Clinical Trials, Health Information Technology, and Patient Mortality"". npj Health Systems. 2, 37 (Oct. 2025).",2025,"""Learning From COVID-19: Clinical Trials, Health Information Technology, and Patient Mortality""","During the COVID-19 pandemic, deaths per case in the United States decreased from 7.46% in April 2020 to 1.76% in April 2021. One mechanism that could explain this decline is a learning effect associated with testing of new treatments by hospitals. Hospitals that participated in clinical trials developed better organizational capabilities to diagnose and treat COVID-19 patients. Simultaneously, hospitals used health information technologies (IT) that integrated health information across healthcare providers to facilitate greater learning and sharing of best practices. Using US county-level data on clinical trial participation, use of health IT, and COVID-19 cases and deaths, we show that hospitals in counties that participated in clinical trials, and those with greater IT capabilities, exhibited a lower rate of COVID-19 deaths. Consistent with the learning effect hypothesis, counties with greater hospital IT capabilities performed relatively better at treating COVID-19 patients several months into the pandemic. Counties with hospitals that participated in COVID-19 clinical trials also learned faster, with the learning effect of clinical trials being moderated by hospital health IT capability. We posit that clinical trials and use of health IT systems can help hospitals to achieve lower mortality rates in the long run by enhancing learning effects.",,,,https://www.mccombs.utexas.edu/faculty-and-research/faculty-directory/profile/?username=irb67,"Learning From COVID-19: Clinical Trials, Health Information Technology, and Patient Mortality","Information, Risk, and Operations Management",Goal 3,0.1169198535228582,True,AIDS-related deaths; COVID-19 impact
