title,authors,year,url,Abstract,Source,MatchScore,DOI,URL_found,Primary_SDG,Primary_SDG_Score,Primary_SDG_Relevant,Primary_SDG_Semantic_Matched_Keywords
Willingness to pay for clean air in ChinaJournal of Environmental Economics and Management,"Freeman, R. & Liang, W. & Song, R. & Timmins, C",2019,,We use a residential sorting model incorporating migration disutility to recover the implicit value of clean air in China. The model is estimated using China Population Census Data along with PM2. 5 satellite data. Our study provides new evidence on the willingness to pay for air quality improvements in developing countries and is the first application of an equilibrium sorting model to the valuation of non-market amenities in China. We employ two instrumental variables based on coal-fired electricity generation and wind direction to …,Google Scholar (SerpAPI),92.10526315789474,,https://www.sciencedirect.com/science/article/pii/S0095069617308902,Goal 17,0.03525026982522302,False,
Estimating the marginal willingness to pay function without instrumental variablesJournal of Urban Economics,"Bishop, K. & Timmins, C",2019,,"The hedonic model of Rosen (1974) has become a workhorse for valuing the characteristics of differentiated products despite a number of well-documented econometric problems, including a source of endogeneity that has proven difficult to overcome. Here we outline a simple, likelihood-based estimation approach for recovering the marginal willingness-to-pay function that avoids this endogeneity problem. Using this framework, we find that marginal willingness-to-pay to avoid violent crime increases by sixteen cents with each additional …",Google Scholar (SerpAPI),93.50649350649351,,https://www.sciencedirect.com/science/article/pii/S0094119018300998,Goal 16,0.02893320689547698,False,violent crime prevention
Revealing Corporate Financial MisreportingContemporary Accounting Research,"Curtis, Q. & Donelson, D. & Hopkins, J",2019,,"ABSTRACT This study examines how frequently firms restate when they materially misstate their financial statements using stock option backdating as the setting. Stock option backdating provides a unique opportunity to study this issue because it is possible to estimate misstatements with publicly available information to a high level of confidence, and the extensive media coverage of backdating notified boards of directors of the significant risk of misstatement. After identifying firms that materially misstated earnings due to stock option backdating with 95 percent (99 percent) probability, we find that only 11.5 percent (16.1 percent) of these firms subsequently restated. Restating firms are larger, have greater board independence, higher litigation risk and ROA, a lower market‐to‐book ratio, less discretionary accruals, and are more likely to have a CFO that was not involved in backdating. Restating firms are also more likely to disclose other adverse news, face securities litigation, and turn over the CFO than firms that appear to materially backdate but do not restate. Since nearly 9 of 10 firms failed to restate, our results give pause to researchers who use restatements as an indicator of misreporting, and to regulators who levy penalties on those who do self‐report.",Crossref,81.69014084507043,10.1111/1911-3846.12474,https://doi.org/10.1111/1911-3846.12474,Goal 10,0.008418097790785131,False,
"Insurers and Lenders as Monitors During Securities Litigation: Evidence from D&O Insurance Premiums, Interest Rates, and Litigation CostsJournal of Risk and Insurance","Donelson, D. & Yust, C",2019,,"Abstract This study examines whether directors’ and officers’ insurers and lenders effectively monitor securities litigation and respond through pricing before case outcomes are known. By “monitoring,” we refer to tracking case progress and obtaining information from the insured (defendant) firm and its counsel prior to case resolution. We find that insurers and lenders increase rates, and that this effect is almost completely isolated to firms with cases that eventually settle. We confirm that this response is reasonable as settled cases are associated with lower future earnings, while there is generally no relation between future earnings and dismissed cases. As direct costs appear low, our results suggest that most costs are indirect in the form of reputational damage. Overall, our results suggest that researchers and policymakers interested in litigation should focus on settled cases, which are the only cases with material long‐term costs.",Crossref,94.61538461538461,10.1111/jori.12231,https://doi.org/10.1111/jori.12231,Goal 17,0.01105579110945008,False,
"M&A Due Diligence, Post-Acquisition Performance, and Financial Reporting for Business Combinations","Wangerin, D",2019,,"ABSTRACT Before completing merger and acquisition (M&A) transactions, acquiring firms conduct due diligence. This process provides acquiring firms with a more informed assessment of the expected costs, benefits, and risks of an acquisition and offers one last opportunity to renegotiate or terminate an M&A transaction. However, acquiring firms must trade off the costs and benefits of performing additional due diligence versus completing the acquisition. Based on an analysis of the time to negotiate the acquisition agreement and complete the transaction, I predict and find that competitive pressures, short‐term financial reporting incentives, and agency problems are associated with less due diligence. I also find that less due diligence is associated with lower post‐acquisition profitability, a higher probability of acquisition‐related goodwill impairments, and lower quality fair value estimates for the acquired assets and liabilities. These findings highlight due diligence as an important factor explaining cross‐sectional variation in post‐acquisition performance and financial reporting for business combinations.",Crossref,97.0,10.1111/1911-3846.12520,https://doi.org/10.1111/1911-3846.12520,Goal 10,0.01952255979271049,False,
Tradeoffs between tax and financial reporting benefits: Evidence from purchase price allocations in taxable acquisitionsContemporary Accounting Research,"Lynch, D. & Romney, M. & Stomberg, B. & Wangerin, D",2019,,"Under U.S. GAAP, firms recognize assets acquired in business combinations at fair value. Similarly, in taxable asset acquisitions firms adjust the tax basis of assets to fair value. Managers can increase the present value of future tax savings by allocating a greater portion of the purchase price to shorter‐lived assets than to goodwill or indefinite‐lived intangibles. However, this tax planning strategy imposes a financial reporting cost because it reduces book income following the acquisition; all else equal, allocations to shorter‐lived depreciable assets increase book depreciation expense, whereas allocations to goodwill and indefinite‐lived intangibles do not increase book amortization expense. We exploit the features of taxable asset acquisitions to investigate trade‐offs between tax and financial reporting incentives. We predict and find greater allocations to depreciable versus intangible assets when managers have strong tax incentives and weak financial reporting incentives. However, we also find that strong financial reporting incentives moderate the effects of strong tax incentives. These findings contribute new evidence to the literature on the importance of nontax costs in tax planning decisions",Google Scholar (SerpAPI),88.9908256880734,,https://onlinelibrary.wiley.com/doi/abs/10.1111/1911-3846.12484,Goal 10,0.01907263318751068,False,
Limits of Tax Regulation: Evidence from Strategic R&D Classification and the R&D Tax CreditJournal of Accounting and Public Policy,"Laplante, S. & Skaife, H. & Swenson, L. & Wangerin, D",2019,,"We investigate a tax avoidance strategy where firms use the ambiguity inherent in tax reporting to classify indirect costs as research and development (R&D) expenditures to take advantage of the R&D tax credit. We label this tax practice “strategic R&D classification”. We find a one standard deviation increase in strategic R&D classification leads, on average, to a 1.7%(1.5%) reduction in GAAP (cash) effective tax rates, suggesting this practice provides significant tax savings. However, we also find strategic R&D classification is related to both …",Google Scholar (SerpAPI),79.79797979797979,,https://www.sciencedirect.com/science/article/pii/S0278425419300651,Goal 9,0.01329306271839104,False,
Behavioral Operations and Supply Chain Management – A Review and Literature MappingDecision Sciences,"Fahimnia, B. & Mehrdokht, P. & Siemsen, E. & Bendoly, E. & Wang, C",2019,,"Behavioral operations research has proliferated greatly over the decade since its first formal review in 2006. The growth of the field warrants an objective mapping of contributions to the literature and the identification of trends. We conduct a systematic review of the literature of behavioral operations and supply chain management (BOSCM) across eight key operations and supply chain management journals, with publication dates through the end of June 2018. Collected articles are categorized into 12 operations contexts as well as emerging topic considerations. Key research trends, theoretical foundations, and methodological choices are discussed in each context. The results show that supply chain management, inventory management, and procurement/auctions have been the most popular operations contexts for BOSCM researchers. The results of our co‐citation analysis shows that the fundamental research areas that have informed and shaped the field include supply chain risk management, marketing, cognitive psychology, and social psychology. Based on these findings and a survey of the most prolific authors in the field, we discuss possible avenues for future research.",Google Scholar (SerpAPI),79.76878612716763,,https://onlinelibrary.wiley.com/doi/abs/10.1111/deci.12369,Goal 9,0.03357832026914742,False,
Integrating Human Judgement into Quantitative Forecasting Methods: A ReviewOmega,"Arvan, M. & Fahimnia, B. & Reisi, M. & Siemsen, E",2019,,"Product forecasts are a critical input into sourcing, procurement, production, inventory, logistics, finance and marketing decisions. Numerous quantitative models have been developed and applied to generate and improve product forecasts. The use of human judgement, either solely or in conjunction with quantitative models, has been well researched in the academic literature and is a popular forecasting approach in industry practice. In the context of judgemental forecasting, methods that integrate an expert's judgement into quantitative forecasting models are commonly referred to as “integrating forecasting” methods. This paper presents a systematic review of the literature of judgemental demand forecasting with a focus placed on integrating methods. We explore the role of expert opinion and contextual information and discuss the application of behaviourally informed support systems. We also provide important directions for further research in these areas.",Google Scholar (SerpAPI),89.03225806451613,,https://www.sciencedirect.com/science/article/pii/S0305048317311155,Goal 12,0.01847461641219571,False,
Shareholder Wealth Effects of Border Adjustment TaxationJournal of Law and Economics,"Gaertner, F. & Hoopes, J. & Maydew, E",2019,,"Following 2 decades of discussion, the border adjustment tax (BAT) briefly emerged as part of proposed US corporate tax reform in early 2017. While heavily debated, little empirical evidence exists regarding the BAT. We take advantage of the period during which the BAT was under strong consideration to examine its effects on shareholder value. We find that high-importing firms (measured using industry, aggregate government industry data, and firm-level shipping-container data) suffer negative returns on days the tax had a greater likelihood of adoption. We also find that firms lobbying for the BAT experience positive returns over that same time period.",Semantic Scholar (by DOI),91.2621359223301,10.1086/704634,https://www.semanticscholar.org/paper/f128dcbffb5bd8eaf9be9bc880085035cb228b6c,Goal 9,0.007979493004116829,False,
Managing Portfolio of Elective Surgical Procedures: A Multidimensional Inverse Newsvendor ProblemOperations Research,"Bavafa, H. & Örmeci, L. & Savin, S",2019,,"Hospital care is one of the fundamental components in any healthcare delivery system. Within hospital care, surgical procedures account for the largest share of the revenue generated. Traditionally, the operating room (OR) capacity is viewed as a major constraint limiting a hospital's ability to increase the number of surgical procedures and the accompanying revenues. However, each procedure consumes not only the OR capacity but also, the hospital bed capacity. In “Managing Portfolio of Elective Surgical Procedures: A Multidimensional Inverse Newsvendor Problem,” Hessam Bavafa, Charles M. Leys, Lerzan Örmeci, and Sergei Savin investigate the effects of the interaction between the two resources (i.e., OR and recovery beds) on the optimal number of elective surgical procedures to be performed daily. They evaluate the performance of the “front-end” approach, which considers only the OR capacity, in different settings. Moreover, they show how the variability of the resource utilization by surgical procedures affects the optimal elective portfolio.",Crossref,95.6989247311828,10.1287/opre.2019.1848,https://doi.org/10.1287/opre.2019.1848,Goal 17,0.02054569791481512,False,
Building Financial and Health Literacy at Older Ages: The Role of Online InformationJournal of Consumer Affairs,"Bavafa, H. & Liu, J. & Mukherjee, A",2019,,"Improving financial and health literacy is an important step in reducing economic vulnerability in older age, yet the means by which individuals accumulate these types of human capital remains an open question. This article evaluates the impact of online search activities on the levels of financial and health literacy. We find that using the internet for such information increases literacy significantly: doing so frequently (versus not at all) increases financial literacy by 16%, and health literacy by 12%. Our results are robust to alternative measures of financial literacy. They are also robust to an instrumental variable approach using other web skills such as email use to proxy for how individuals use the internet.",Crossref,92.3076923076923,10.1111/joca.12238,https://doi.org/10.1111/joca.12238,Goal 3,0.07672888558924197,True,financial risk protection
The Burgeoning Health Care Needs of Aging PrisonersAmerican Economic Association: Papers and Proceedings,"Bavafa, H. & Mukherjee, A",2019,,"We estimate the increasing health care needs of American inmates by combining data on inmate demographics and national health trends. Decades of harsh punishment combined with demographic shifts have led to a “greying” prison population that is a source of concern for policymakers. Our estimates reveal that inmate health care needs are significant and growing beyond what is predicted by their age profile. While the fraction of inmates aged 40 or more increased by 49 percent between 1996 and 2004, the prevalence of medical conditions such as diabetes, hypertension, asthma, and cancer among inmates grew between 177 and 268 percent.",Crossref,89.13043478260869,10.1257/pandp.20191089,https://doi.org/10.1257/pandp.20191089,Goal 3,0.09089727011948275,True,vulnerable populations
Good and Bad Variance Premia and Expected ReturnsManagement Science,"Kilic, M. & Shaliastovich, I",2019,,"We measure “good” and “bad” variance premia that capture risk compensations for the realized variation in positive and negative market returns, respectively. The two variance premium components jointly predict excess returns over the next one and two years with statistically significant positive (negative) coefficients on the good (bad) component. The R 2 s reach about 10% for aggregate equity and portfolio returns and 20% for corporate bond returns. To explain the new empirical evidence, we develop a model that highlights the differential impact of upside and downside risk on equity and variance risk premia. The online appendix is available at https://doi.org/10.1287/mnsc.2017.2890 . This paper was accepted by Neng Wang, finance.",Crossref,90.2439024390244,10.1287/mnsc.2017.2890,https://doi.org/10.1287/mnsc.2017.2890,Goal 5,0.003910016106998151,False,
The Temporary Marketing OrganizationJournal of Marketing,"Hadida, A. & Heide, J. & Bell, S",2019,,"Increasingly, marketing activity is carried out within temporary organizations, whereby teams are assembled to complete a specific task within a predetermined time frame. Such organizations are uniquely suited to promoting various marketing outcomes but are not well understood. From a practical standpoint, their inherent characteristics create organizational challenges that, if not appropriately managed, can compromise performance. Drawing on agency theory and research on embedded ties, the authors conceptualize these challenges in terms of particular selection and enforcement problems. They identify three forms of temporary marketing organizations that vary in their selection and enforcement qualities. Next, the authors develop a conceptual framework that shows the selection and enforcement implications of a temporary organization’s task, timeline, and team composition. They also demonstrate that selection and enforcement mechanisms have portable qualities and can be “imported” to a given temporary organization, from either a prior temporary organization or a larger permanent one.",Crossref,87.8048780487805,10.1177/0022242918813119,https://doi.org/10.1177/0022242918813119,Goal 8,0.004832694791784982,False,
Variable pay: Is it for the worker or the firm?Journal of Corporate Finance,"Allen, J. & Thompson, J",2019,,"Why do firms pay their workers with variable pay? The standard explanation appeals to a problem that the worker faces, e.g., agency. We develop a model of variable pay endogenously driven by the capital structure problem of the firm, and not a worker related problem. If workers face a low probability of job termination, firms use more variable pay, and more leverage. This can have important implications for understanding compensation practices in organizations. We provide empirical evidence consistent with firms using variable pay to increase leverage.",Google Scholar (SerpAPI),92.5,,https://www.sciencedirect.com/science/article/pii/S0929119918303705,Goal 8,0.02298529728971464,False,
Search Frictions and Market Power in Negotiated-Price MarketsJournal of Political Economy,"Allen, J. & Clark, R. & Houde, J",2019,,"We provide a framework for empirical analysis of negotiated-price markets. Using mortgage market data and a search and negotiation model, we characterize the welfare impact of search frictions and quantify the role of search costs and brand loyalty for market power. Search frictions reduce consumer surplus by $12/month/consumer, 28 percent of which can be associated with discrimination, 22 percent with inefficient matching, and 50 percent with search costs. Banks with large consumer bases have margins 70 percent higher than those with small consumer bases. The main source of this incumbency advantage is brand loyalty; however, price discrimination based on search frictions accounts for almost a third.",Semantic Scholar (by DOI),92.98245614035088,10.1086/701684,https://www.semanticscholar.org/paper/37e9350bdd5f3b16750e3bfec9b5e861399e7d72,Goal 10,0.02952969033087716,False,
Cyber Risk Research Impeded by Disciplinary BariersScience,"Falco, G. & Martin, E. & Jablanski, D. & Weber, M. & Miller, V. & Gordon, L. & Wang, S. & Schmit, J. & Thomas, R. & Elvedi, M. & Maillart, T. & Donavan, E. & Dejung, S. & Durand, E. & Nutter, F. & Scheffer, U. & Arazi, G. & Ohana, G. & Lin, H",2019,,Security progress requires cross-disciplinary collaboration,Crossref,83.63636363636364,10.1126/science.aaz4795,https://doi.org/10.1126/science.aaz4795,Goal 17,0.02125562540248071,False,
Promoting Sustainability for Micro Health Insurance: A Risk-adjusted Subsidy Approach for Maternal Healthcare ServiceGeneva Papers on Risk and Insurance,"Yao, Y. & Schmit, J. & Shi, J",2019,,"Micro health insurance is an important way to finance health expenditure for low-income people, and maternity care is a key component of relevant coverage. We propose a risk-adjusted subsidy provided by the government to microinsurers as a method to enhance micro health insurance for maternity benefits. Using a large data set from a micro health insurance programme in Pakistan, we apply various econometric models to predict maternity-related expenses and to calculate an appropriate risk-adjusted subsidy from the government to microinsurer. This allows us to further simulate the microinsurers’ financial results. We find that the risk-adjusted subsidy could significantly improve the loss ratio by almost 40%, and the Ordinary Least Squares model is preferred among the four model forms we test. We contribute to the literature by demonstrating that this method is feasible, and further, by illustrating the potential effect of such a subsidy on micro health insurer outcomes. If successful, such a payment model could improve efficiency and extend affordable maternity care to low-income women in developing regions.",Google Scholar (SerpAPI),78.92720306513411,,https://link.springer.com/article/10.1057/s41288-018-00115-5,Goal 3,0.1070743207995408,True,health coverage
Look but Don’t Touch! The Impact of Active Interpersonal Haptic Blocking on Compensatory Touch and Purchase BehaviorJournal of Retailing,"Ringler, C. & Siranni, N. & Gustafsson, A. & Peck, J",2019,,"This chapter introduces psychotherapists’ therapizing religion approaches to Buddhist traditions. In these approaches, therapists analyze religious traditions using not only psychological methodologies (as in the discipline of psychology of religion), but psychotherapeutic theories founded on ideas about health and illness. They thus “therapize” religion. It explicates the work of Franz Alexander and Carl Jung in detail as two early representatives of these approaches - though the two arrived at very different conclusions about the pathological or positive content of Buddhist practice. It further explains that clinicians continue to therapize Buddhist traditions today, often to assess the healthfulness of Buddhist elements before “translating” or “integrating” them into their psychotherapies. This reveals the instability that lies within the relational configurations therapists imagine between the religious and the not-religious when they therapize Buddhist traditions. In their repositioning of psychotherapy within classifications like religion and science, even the early treatments of Jung and Alexander ultimately subvert the hard borderlines they mean to reinforce.",Crossref,100.0,10.5149/northcarolina/9781469648521.003.0003,https://doi.org/10.5149/northcarolina/9781469648521.003.0003,Goal 3,0.02140157042371833,False,
The value relevance of managers’ and auditors’ disclosures about material measurement uncertaintyThe Accounting Review,"Dennis, S. & Griffin, J. & Zehms, K",2019,,"ABSTRACT Regulators now require auditors to provide information about how they evaluate complex estimates. Because users encounter this auditor-provided information alongside management-provided information, we jointly examine the value relevance of these disclosures. We also examine whether visual cues in audit reports influence how nonprofessional investors use these disclosures. We find that disclosures from managers and auditors provide different value-relevant information about the same underlying issue. While users struggle to weight fully narrative auditor disclosures in their valuation judgments without corresponding management disclosures, visual cues facilitate their weighting of information about the audit. Specifically, users take increased price protection when auditor disclosures also include visual cues. However, consistent with market signaling theory, corresponding voluntary disclosures from management attenuate this price protection. This suggests management can mitigate negative valuation effects that may arise from auditor disclosures, and implies that visual cues in audit reports can prompt managers to increase disclosure transparency. Data Availability: Contact the authors.",Crossref,80.93023255813954,10.2308/accr-52272,https://doi.org/10.2308/accr-52272,Goal 15,0.01672017443884403,False,
PCAOB Form AP: Leveraging Information about Audit PersonnelCurrent Issues in Auditing,"Downey, D. & Rousseau, L. & Zehms, K",2019,,"SUMMARY The PCAOB's Form AP (audit personnel) includes the identity of the engagement partner, an indication of whether the audit report is dual-dated, and an indication of whether and to what extent other auditors participate in the engagement (in addition to the primary auditor). We review the nature of this information and prior literature relevant to audit partner identification, dual-dating, and involvement of other auditors as part of distributed audits, along with posing research questions and providing relevant instructional resources. Practitioners can use this information to garner insights from academic research on these important topics as they relate to their own audits. Academics can use this information to leverage the PCAOB's Form AP database in their research. Academics can also use the brief teaching resources to introduce the PCAOB's resources in this regard to students.",Crossref,90.74074074074073,10.2308/ciia-52398,https://doi.org/10.2308/ciia-52398,Goal 9,0.0132203128807372,False,
Third-Party Reviews and Quality ProvisionManagement Science,"Kim, K. & Chung, K. & Lim, N",2019,,"This paper seeks to understand the relational factors that may affect the decisions of both third-party raters and service providers in a setting where service providers compete with one another. We employ laboratory economics experiments to examine how removing anonymity and allowing for repeated interactions between the rater and the service provider impact both the ratings assigned by the rater and the quality levels expended by the service provider. Our methodology enables us to observe the true quality level chosen by a service provider, which allows us to accurately detect any bias in the assessment of the third-party rater. The experimental results show that the decisions of both the rater and the service provider are very sensitive to the relational factors that govern their interaction. When the rater and the service provider know each other’s identities, we observe a high proportion of overrating even though raters earn less monetary rewards for doing so, and the propensity to overrate is even stronger with repeated interactions. Furthermore, the service provider chooses low quality levels. We develop and estimate a model that captures the rater’s psychological trade-off between remaining objective and helping the service provider compete in the marketplace, and the evolution of the service provider’s beliefs about the rater’s preferences. Data are available at https://doi.org/10.1287/mnsc.2018.3082 . This paper was accepted by Juanjuan Zhang, marketing.",Crossref,86.11111111111111,10.1287/mnsc.2018.3082,https://doi.org/10.1287/mnsc.2018.3082,Goal 17,0.008256387718732116,False,
A Latent Class Approach to Modeling Trajectories of Health Care Cost in Pediatric Cystic FibrosisMedical Decision Making,"Levy, J. & Rosenberg, M",2019,,"Introduction. Estimating costs of medical care attributable to treatments over time is difficult due to costs that cannot be explained solely by observed risk factors. Unobserved risk factors cannot be accounted for using standard econometric techniques, potentially leading to imprecise prediction. The goal of this work is to describe methodology to account for latent variables in the prediction of longitudinal costs. Methods. Latent class growth mixture models (LCGMMs) predict class membership using observed risk factors and class-specific distributions of costs over time. Our motivating example models cost of care for children with cystic fibrosis from birth to age 17. We compare a generalized linear mixed model (GLMM) with LCGMMs. Both models use the same covariates and distribution to predict average costs by combinations of observed risk factors. We adopt a Bayesian estimation approach to both models and compare results using the deviance information criterion (DIC). Results. The 3-class LCGMM model has a lower DIC than the GLMM. The LCGMM latent classes include a low-cost group where costs increase slowly over time, a medium-cost group with initial higher costs than the low-cost group and with more rapidly increasing costs at older ages, and a high-cost group with a U-shaped trajectory. The risk profile-specific mixtures of classes are used to predict costs over time. The LCGMM model shows more delineation of costs by age by risk profile and with less uncertainty than the GLMM model. Conclusions. The LCGMM approach creates flexible prediction models when using longitudinal cost data. The Bayesian estimation approach to LCGMM presented fits well into cost-effectiveness modeling where the estimated trajectories and class membership can be used for prediction.",Crossref,95.13513513513513,10.1177/0272989x19859875,https://doi.org/10.1177/0272989x19859875,Goal 10,0.01575006568959858,False,
Discontinuities in the Value of Relational Capital: The Effects on Employee Entrepreneurship and MobilityOrganization Science,"Byun, H. & Raffiee, J. & Ganco, M",2019,,"We examine how a discontinuous increase in the value of an employee’s relational capital influences the employee’s mobility and entrepreneurship decisions in professional and business service contexts. Drawing on the unfolding model of voluntary turnover, we develop a theory proposing that positive shocks to external relational capital will catalyze employees to consider alternative employment options, thereby increasing the probability of exit. We further maintain that exit decisions in response to such shocks will be driven by a desire to appropriate more value, making these shocks strong predictors of employee entrepreneurship, especially when the employee works in an area that is peripheral to the firm’s core capabilities. Empirically, we construct a unique employee-employer linked database that tracks employment of lobbyists in the United States federal lobbying industry. Leveraging plausibly exogenous shocks to the value of an employee’s relational capital and a novel market-based measure of the employee’s position in the firm’s knowledge space, we report two sets of findings. First, an increase in the value of relational capital has a positive effect on the likelihood of mobility to established firms and employee entrepreneurship, with the effect for the latter stronger than the former. Second, the magnitude of the effect on employee entrepreneurship becomes stronger when the employee is peripheral to the firm’s core knowledge. Together, our results are consistent with a value creation-value appropriation rationale, where sudden increases in the value of an employee’s relational capital drive exit as a means to appropriate a greater portion of value created.",Crossref,95.5223880597015,10.1287/orsc.2018.1262,https://doi.org/10.1287/orsc.2018.1262,Goal 8,0.03030534569150158,False,entrepreneurship
Direct human health risks of increased atmospheric carbon dioxideNature Sustainability,"Jacobson, T. & Kler, J. & Hernke, M. & Braun, R. & Meyer, K. & Funk, W",2019,,"Growing evidence suggests that environmentally relevant elevations in CO2 (<5,000 ppm) may pose direct risks for human health. Increasing atmospheric CO2 concentrations could make adverse exposures more frequent and prolonged through increases in indoor air concentrations and increased time spent indoors. We review preliminary evidence concerning the potential health risks of chronic exposure to environmentally relevant elevations in ambient CO2, including inflammation, reductions in higher-level cognitive abilities, bone demineralization, kidney calcification, oxidative stress and endothelial dysfunction. This early evidence indicates potential health risks at CO2 exposures as low as 1,000 ppm—a threshold that is already exceeded in many indoor environments with increased room occupancy and reduced building ventilation rates, and equivalent to some estimates for urban outdoor air concentrations before 2100. Continuous exposure to increased atmospheric CO2 could be an overlooked stressor of the modern and/or future environment. Further research is needed to quantify the major sources of CO2 exposure, to identify mitigation strategies to avoid adverse health effects and protect vulnerable populations, and to fully understand the potential health effects of chronic or intermittent exposure to indoor air with higher CO2 concentrations.",Google Scholar (SerpAPI),93.44262295081967,,https://www.nature.com/articles/s41893-019-0323-1,Goal 3,0.09631956143352233,True,air pollution
Discovering Temporal Patterns from Insurance Interaction DataAssociation for the Advancement of Artificial Intelligence,"Maleeha, Q. & Tunuguntla, S. & Lee, P. & Kanchinadam, T. & Fung, G. & Arora, N",2019,,"In the insurance industry, timely and effective interaction with customers are at the core of everyday operations and processes that are key for a satisfactory customer experience. These interactions often result in sequences of data derived from events that occur over time. Such recurrent patterns can provide valuable information that can be used in a variety of ways to improve customer related work-flows. In this paper we demonstrate the application of a recently proposed algorithm to uncover such time patterns that takes into account the time between events to form such patterns. We use temporal customer data generated from two different use-cases (satisfaction and fraud) to show that this algorithm successfully detects patterns that occur in the insurance context.",Crossref,95.72649572649573,10.1609/aaai.v33i01.33019573,https://doi.org/10.1609/aaai.v33i01.33019573,Goal 17,0.01069442013578463,False,
The effects of ecolabels and environmental regulation on green product developmentManufacturing & Service Operations Management,"Murali, K. & Lim, M. & Petruzzi, N",2019,,"Problem definition: We develop a framework for studying the impact of voluntary ecolabels and mandatory environmental regulation on green product development among competing firms. Academic/practical relevance: We contribute to the academic literature on environmental quality competition by explicitly accounting for the credibility of environmental claims made by firms, and by exploring the implications for society of two mechanisms used to remedy credibility-related consumer discounting of firms’ self-declared environmental qualities. We draw parallels between our findings and instances of environmental labeling and regulation from industry to highlight the practical implications of our study. Methodology: We use a game-theoretic framework to analyze a consumer-driven model of green product development. Results: Credibility asymmetry drives product differentiation between two competing firms. The less credible firm always adopts external certification, while the more credible firm does so only if its credibility is sufficiently low. Credibility may also determine whether or not the government should intervene. In the absence of an external certifier, the regulator should intervene by imposing a mandatory environmental standard that is decreasing in stringency as the credibility of the more credible firm increases. In the presence of a certifier, the regulator should intervene if neither firm is sufficiently credible, or if consumers do not value environmental stewardship highly. Managerial implications: We identify how and when government should (and should not) intervene to stimulate green product development when competing firms can use self-labels or external certifications to communicate their environmental performance to consumers. We also determine the optimal strategies for the competing firms and external certifiers.",Google Scholar (SerpAPI),92.10526315789474,,https://pubsonline.informs.org/doi/abs/10.1287/msom.2017.0703,Goal 12,0.05435954254636776,True,sustainable product design
"Heads I win, tails you lose: asymmetric taxes, risk taking, and innovationJournal of Monetary Economics","Albertus, J. & Glover, B. & Levine, O",2019,,"When multinationals face lower tax rates abroad than in the US, transfer pricing strategies generate an asymmetry in the tax rates on a project’s profits and losses. We show that the tax savings from transfer pricing can be expressed as a long position in a call option. We use a model to show that this transfer pricing call option leads a firm to choose riskier and larger projects than it would otherwise. Thus, transfer pricing strategies do not simply reduce a firm’s taxes, they can influence the scale and types of projects undertaken.",Google Scholar (SerpAPI),82.53968253968254,,https://www.sciencedirect.com/science/article/pii/S0304393219300765,Goal 17,0.01098481648945136,False,
